Order_Id,Order_Date,Customer_ID,Customer_Name,Gender,Age,City,State,Platform,Category,Sub_Category,Product_Name,Unit_Price,Quantity,Discount_Percent,Discount_Amount,Final_Amount,Payment_Method,Order_Status,Delivery_Days,Rating,Brand,Cost,Profit,Profit Margin (%),Warehouse,Courier Partner,Order Priority,Return Reason
ORD110398,3/21/2024,CUST3339,Pranav Das,Male,47,Bhubaneswar,Odisha,Myntra,Home & Kitchen,Cookware,LED Table Lamp,3063.95,1,15,459.59,2604.36,Cash on Delivery,Returned,2,2,Dell,1759.54,844.82,32.44,Kolkata WH,Delhivery,Low,No Return
ORD118451,3/21/2024,CUST1570,Anita Banerjee,Female,43,Bhubaneswar,Odisha,Ajio,Grocery,Dairy,Amul Ghee 500ml,77.42,3,5,11.61,220.65,UPI,Returned,4,3,Dell,139.67,80.98,36.7,Kolkata WH,Delhivery,High,Wrong Item
ORD100664,3/21/2024,CUST2033,Sunita Singh,Female,25,Kanpur,Uttar Pradesh,Meesho,Fashion,Footwear,Denim Jacket,568.87,3,50,853.3,853.31,UPI,Delivered,6,3,HP,670.6,182.71,21.41,Kolkata WH,Ekart,Medium,Wrong Item
ORD116694,3/21/2024,CUST4984,Nikhil Bose,Male,24,Thiruvananthapuram,Kerala,Flipkart,Home & Kitchen,Kitchen Appliances,Wooden Bookshelf,491.2,1,15,73.68,417.52,UPI,Delivered,3,5,Dell,314.98,102.54,24.56,Kolkata WH,Blue Dart,High,Damaged
ORD110802,3/21/2024,CUST2323,Pooja Singh,Female,57,Thiruvananthapuram,Kerala,Myntra,Home & Kitchen,Bedding,Milton Water Bottle,6386.44,1,20,1277.29,5109.15,Cash on Delivery,Delivered,1,1,HP,3475.66,1633.49,31.97,Mumbai WH,Blue Dart,High,Wrong Item
ORD119588,3/21/2024,CUST7468,Pranav Shah,Male,24,Chandigarh,Chandigarh,Amazon,Grocery,Snacks,Fortune Sunflower Oil 1L,679.68,4,0,0,2718.72,Cash on Delivery,Cancelled,4.381534772,4,Apple,1719,999.72,36.77,Kolkata WH,Blue Dart,Medium,No Return
ORD106032,3/22/2024,CUST5755,Swati Gupta,Female,34,Patna,Bihar,Myntra,Home & Kitchen,Cookware,Wall Clock,989.59,2,5,98.96,1880.22,Debit Card,Cancelled,4.381534772,4,Apple,1333.61,546.61,29.07,Mumbai WH,Ekart,Medium,Damaged
ORD116443,3/22/2024,CUST8464,Rohan Banerjee,Male,39,Patna,Bihar,Myntra,Beauty & Personal Care,Grooming,Dove Shampoo 650ml,173.17,1,5,8.66,164.51,Cash on Delivery,Delivered,3,4,Samsung,92.54,71.97,43.75,Delhi WH,Delhivery,Low,Late Delivery
ORD101445,3/22/2024,CUST4969,Siddharth Chatterjee,Male,45,Nagpur,Maharashtra,Myntra,Home & Kitchen,Kitchen Appliances,Cotton Bedsheet Set,7198.92,1,10,719.89,6479.03,UPI,Delivered,7,4,Adidas,5387,1092.03,16.85,Mumbai WH,DTDC,Low,No Return
ORD102148,3/22/2024,CUST7948,Arjun Iyer,Male,49,Coimbatore,Tamil Nadu,Amazon,Fashion,Kids Wear,Cotton Kurta,788.85,1,0,0,788.85,Debit Card,Delivered,3,5,Apple,590.11,198.74,25.19,Mumbai WH,DTDC,High,No Return
ORD112458,3/22/2024,CUST6835,Ankit Kumar,Male,52,Mumbai,Maharashtra,Amazon,Sports & Fitness,Yoga Accessories,Hero Sprint Cycle,1508.3,4,15,904.98,5128.22,Debit Card,Delivered,4,5,Nike,3032.34,2095.88,40.87,Delhi WH,DTDC,Medium,Damaged
ORD114090,3/22/2024,CUST1298,Priya Iyer,Female,27,Jaipur,Rajasthan,Snapdeal,Fashion,Ethnic Wear,Leather Sandals,1297.12,2,15,389.14,2205.1,Cash on Delivery,Returned,7,3,Samsung,1692.68,512.42,23.24,Bengaluru WH,Ekart,High,Damaged
ORD100604,3/22/2024,CUST4299,Vivek Mishra,Male,20,Lucknow,Uttar Pradesh,Flipkart,Electronics,Smartwatches,Samsung Galaxy M14,1180.32,3,10,354.1,3186.86,UPI,Delivered,6,4,Adidas,1783.7,1403.16,44.03,Delhi WH,DTDC,High,No Return
ORD101619,3/22/2024,CUST8597,Pranav Sharma,Male,23,Visakhapatnam,Andhra Pradesh,Meesho,Books,Non-Fiction,Panchatantra Stories,398.12,1,10,39.81,358.31,UPI,Delivered,4,5,Nike,201.28,157.03,43.83,Bengaluru WH,Ekart,Medium,Damaged
ORD114660,3/22/2024,CUST5459,Ritu Kumar,Female,41,Visakhapatnam,Andhra Pradesh,Amazon,Electronics,Mobiles,HP Pavilion 15,60649.14,2,30,36389.48,84908.8,UPI,Delivered,2,5,Samsung,62582.98,22325.82,26.29,Delhi WH,DTDC,Low,Damaged
ORD114902,3/22/2024,CUST1285,Divya Chatterjee,Female,49,Bhubaneswar,Odisha,Amazon,Grocery,Dairy,Bru Coffee 200g,78.18,2,40,62.54,93.82,Debit Card,Delivered,4,5,Apple,73.42,20.4,21.74,Kolkata WH,Ekart,Low,Damaged
ORD115095,3/22/2024,CUST1362,Nikhil Chatterjee,Male,50,Ranchi,Jharkhand,Snapdeal,Sports & Fitness,Cycles,Skipping Rope,2580.94,1,10,258.09,2322.85,Credit Card,Returned,7,3,Dell,1327.14,995.71,42.87,Bengaluru WH,Delhivery,High,Damaged
ORD113798,3/22/2024,CUST3329,Meena Reddy,Female,46,Kanpur,Uttar Pradesh,Amazon,Electronics,Laptops,Lenovo Tab M10,10308.73,4,30,12370.48,28864.44,Cash on Delivery,Delivered,5,2,Adidas,19526.06,9338.38,32.35,Bengaluru WH,Ekart,Medium,No Return
ORD104635,3/22/2024,CUST6952,Manoj Gupta,Male,30,Vadodara,Gujarat,Flipkart,Fashion,Men's Clothing,Sneakers,433.86,2,0,0,867.72,UPI,Cancelled,4.381534772,4,Samsung,625.34,242.38,27.93,Mumbai WH,Blue Dart,Medium,Wrong Item
ORD117114,3/22/2024,CUST1045,Shreya Singh,Female,31,Indore,Madhya Pradesh,Meesho,Electronics,Headphones,Dell Inspiron 14,42259.23,3,5,6338.88,120438.81,UPI,Delivered,3,5,Adidas,69662.91,50775.9,42.16,Kolkata WH,Ekart,Low,Damaged
ORD107450,3/22/2024,CUST7314,Siddharth Iyer,Male,50,Gurugram,Haryana,Meesho,Fashion,Footwear,Ethnic Kurti Set,409.82,3,10,122.95,1106.51,UPI,Delivered,4,5,Samsung,864.06,242.45,21.91,Delhi WH,Blue Dart,Low,Damaged
ORD110674,3/22/2024,CUST2162,Arjun Kumar,Male,50,Gurugram,Haryana,Ajio,Home & Kitchen,Furniture,Wall Clock,503.12,3,0,0,1509.36,Credit Card,Returned,7,3,Adidas,1006.82,502.54,33.29,Bengaluru WH,Delhivery,Medium,Late Delivery
ORD104835,3/22/2024,CUST5898,Anita Chatterjee,Female,35,Lucknow,Uttar Pradesh,Flipkart,Electronics,Cameras,Realme Buds Air 3,8863.47,1,0,0,8863.47,UPI,Delivered,10,5,HP,5247.37,3616.1,40.8,Mumbai WH,Blue Dart,Medium,No Return
ORD118093,3/22/2024,CUST8547,Payal Yadav,Female,47,Nagpur,Maharashtra,Amazon,Books,Non-Fiction,The Alchemist,136.18,1,20,27.24,108.94,Credit Card,Delivered,2,5,Nike,88.91,20.03,18.39,Delhi WH,Blue Dart,High,No Return
ORD101077,3/22/2024,CUST6166,Nisha Das,Female,52,Mumbai,Maharashtra,Flipkart,Fashion,Ethnic Wear,Kids T-Shirt Combo,847.68,4,20,678.14,2712.58,Credit Card,Returned,5,3,Adidas,2101.7,610.88,22.52,Mumbai WH,Ekart,High,Late Delivery
ORD105100,3/22/2024,CUST7291,Rajesh Kumar,Male,27,Bhubaneswar,Odisha,Myntra,Beauty & Personal Care,Haircare,Philips Hair Dryer,114.14,1,5,5.71,108.43,Cash on Delivery,Returned,6,2,Adidas,87.13,21.3,19.64,Delhi WH,Delhivery,Medium,Damaged
ORD106622,3/22/2024,CUST8434,Anjali Roy,Female,52,Chennai,Tamil Nadu,Meesho,Home & Kitchen,Furniture,Philips Mixer Grinder,1202.56,1,5,60.13,1142.43,Credit Card,Delivered,6,4,Apple,688.59,453.84,39.73,Mumbai WH,DTDC,Medium,Wrong Item
ORD110845,3/22/2024,CUST6285,Karan Shah,Male,29,Patna,Bihar,Meesho,Home & Kitchen,Bedding,Storage Rack,410.19,2,40,328.15,492.23,Credit Card,Returned,6,3,Apple,382.62,109.61,22.27,Mumbai WH,Delhivery,Low,Damaged
ORD106652,3/22/2024,CUST6731,Anil Verma,Male,44,Bengaluru,Karnataka,Meesho,Grocery,Beverages,Amul Ghee 500ml,607.56,1,10,60.76,546.8,UPI,Returned,6,1,Adidas,447.87,98.93,18.09,Delhi WH,Delhivery,Medium,Wrong Item
ORD109602,3/23/2024,CUST4847,Sneha Roy,Female,37,Kanpur,Uttar Pradesh,Flipkart,Books,Academic,Rich Dad Poor Dad,680.26,2,30,408.16,952.36,Credit Card,Returned,3,3,Boat,589.41,362.95,38.11,Mumbai WH,DTDC,Medium,Late Delivery
ORD109491,3/23/2024,CUST7117,Suresh Reddy,Male,36,Vadodara,Gujarat,Amazon,Fashion,Kids Wear,Sneakers,1164.21,2,0,0,2328.42,Net Banking,Delivered,10,5,Samsung,1883.56,444.86,19.11,Bengaluru WH,Blue Dart,Low,No Return
ORD103728,3/23/2024,CUST5629,Deepak Banerjee,Male,24,Nagpur,Maharashtra,Flipkart,Beauty & Personal Care,Makeup,Himalaya Face Cream,137.61,1,40,55.04,82.57,UPI,Delivered,3,5,HP,68.59,13.98,16.93,Delhi WH,DTDC,High,Damaged
ORD112503,3/23/2024,CUST3406,Sanjay Das,Male,28,Hyderabad,Telangana,Amazon,Sports & Fitness,Yoga Accessories,Cosco Football,446.21,2,5,44.62,847.8,Cash on Delivery,Delivered,3,5,HP,614.77,233.03,27.49,Kolkata WH,DTDC,High,No Return
ORD111513,3/23/2024,CUST8082,Aarti Roy,Female,24,Kanpur,Uttar Pradesh,Flipkart,Fashion,Kids Wear,Kids T-Shirt Combo,3035.69,1,50,1517.84,1517.85,Debit Card,Delivered,2,4,Nike,1185.88,331.97,21.87,Bengaluru WH,Blue Dart,Medium,Damaged
ORD106611,3/23/2024,CUST1138,Sanjay Sen,Male,19,Gurugram,Haryana,Myntra,Fashion,Kids Wear,Sneakers,3159.31,1,15,473.9,2685.41,UPI,Delivered,4,4,Apple,1789.75,895.66,33.35,Bengaluru WH,Ekart,Low,Damaged
ORD103936,3/23/2024,CUST8857,Isha Das,Female,60,Bhopal,Madhya Pradesh,Amazon,Sports & Fitness,Sportswear,Cosco Football,2111.96,1,5,105.6,2006.36,Debit Card,Delivered,4,4,Nike,1164.43,841.93,41.96,Kolkata WH,Delhivery,High,No Return
ORD114758,3/23/2024,CUST8090,Isha Kumar,Female,34,Vadodara,Gujarat,Meesho,Beauty & Personal Care,Skincare,Dove Shampoo 650ml,870.38,1,5,43.52,826.86,UPI,Delivered,2,1,Adidas,693.79,133.07,16.09,Mumbai WH,Ekart,Low,No Return
ORD108390,3/23/2024,CUST2485,Manoj Bose,Male,25,Kanpur,Uttar Pradesh,Amazon,Fashion,Men's Clothing,Slim Fit Jeans,381.84,1,10,38.18,343.66,Cash on Delivery,Delivered,4,5,Adidas,277.66,66,19.21,Bengaluru WH,DTDC,Medium,Damaged
ORD105369,3/23/2024,CUST6510,Gaurav Singh,Male,46,Mumbai,Maharashtra,Amazon,Sports & Fitness,Sportswear,Cricket Bat - Kashmir Willow,5602.3,1,10,560.23,5042.07,UPI,Delivered,7,5,Samsung,3366.68,1675.39,33.23,Mumbai WH,Ekart,Low,Late Delivery
ORD102712,3/23/2024,CUST2506,Anita Yadav,Female,19,Visakhapatnam,Andhra Pradesh,Myntra,Home & Kitchen,Furniture,Non-Stick Pan Set,1853.18,3,15,833.93,4725.61,Credit Card,Delivered,7,5,Adidas,2967.35,1758.26,37.21,Kolkata WH,Blue Dart,High,Late Delivery
ORD106849,3/23/2024,CUST6169,Sunita Mukherjee,Female,40,Lucknow,Uttar Pradesh,Ajio,Fashion,Men's Clothing,Running Shoes,1517.16,1,0,0,1517.16,Cash on Delivery,Cancelled,4.381534772,4,Adidas,1055.59,461.57,30.42,Delhi WH,Ekart,Medium,No Return
ORD104670,3/23/2024,CUST1223,Nikhil Reddy,Male,43,Mumbai,Maharashtra,Ajio,Electronics,Cameras,Dell Inspiron 14,17144.25,1,5,857.21,16287.04,UPI,Delivered,10,4,Samsung,12133.71,4153.33,25.5,Mumbai WH,DTDC,High,Wrong Item
ORD105743,3/23/2024,CUST8374,Gaurav Kumar,Male,21,Delhi,Delhi,Flipkart,Fashion,Women's Clothing,Denim Jacket,2856.58,1,0,0,2856.58,Debit Card,Delivered,2,5,Samsung,1907.99,948.59,33.21,Mumbai WH,Blue Dart,High,Wrong Item
ORD107534,3/23/2024,CUST8899,Divya Chatterjee,Female,42,Bhubaneswar,Odisha,Amazon,Fashion,Women's Clothing,Ethnic Kurti Set,1160.58,3,30,1044.52,2437.22,Credit Card,Delivered,10,5,Boat,1725.21,712.01,29.21,Kolkata WH,DTDC,Low,Late Delivery
ORD105121,3/23/2024,CUST4350,Priya Kumar,Female,60,Indore,Madhya Pradesh,Meesho,Electronics,Mobiles,HP Pavilion 15,3236.82,1,30,971.05,2265.77,Cash on Delivery,Delivered,3,4,Apple,1307.61,958.16,42.29,Kolkata WH,Delhivery,Medium,Wrong Item
ORD113673,3/23/2024,CUST5701,Sanjay Sen,Male,32,Bengaluru,Karnataka,Flipkart,Electronics,Laptops,Redmi Note 13,1187,2,30,712.2,1661.8,Cash on Delivery,Delivered,2,5,Dell,1348.91,312.89,18.83,Delhi WH,Blue Dart,High,No Return
ORD117035,3/23/2024,CUST1516,Anita Sen,Female,31,Delhi,Delhi,Flipkart,Fashion,Men's Clothing,Sneakers,1109.23,1,10,110.92,998.31,UPI,Delivered,6,4,Adidas,844.73,153.58,15.38,Bengaluru WH,Blue Dart,High,Wrong Item
ORD107387,3/23/2024,CUST3736,Sunita Sharma,Female,18,Mumbai,Maharashtra,Flipkart,Sports & Fitness,Cycles,Resistance Bands Set,299.71,1,0,0,299.71,Debit Card,Delivered,3,4,HP,172.35,127.36,42.49,Kolkata WH,DTDC,High,No Return
ORD107291,3/23/2024,CUST1995,Kirti Banerjee,Female,26,Ahmedabad,Gujarat,Amazon,Books,Academic,NCERT Class 10 Set,600.29,1,10,60.03,540.26,UPI,Delivered,7,4,Dell,387.57,152.69,28.26,Mumbai WH,Delhivery,Medium,No Return
ORD103048,3/23/2024,CUST5061,Aarti Das,Female,23,Chandigarh,Chandigarh,Ajio,Sports & Fitness,Yoga Accessories,Hero Sprint Cycle,889.94,1,0,0,889.94,Net Banking,Cancelled,4.381534772,4,HP,569.22,320.72,36.04,Mumbai WH,Ekart,High,Wrong Item
ORD111866,3/24/2024,CUST8596,Priya Chatterjee,Female,60,Noida,Uttar Pradesh,Meesho,Sports & Fitness,Fitness Equipment,Yoga Mat,349.35,1,10,34.94,314.41,UPI,Delivered,1,3,Nike,249.14,65.27,20.76,Delhi WH,Ekart,Medium,Wrong Item
ORD105613,3/24/2024,CUST5483,Kirti Singh,Female,31,Gurugram,Haryana,Flipkart,Fashion,Kids Wear,Ethnic Kurti Set,2771.65,1,20,554.33,2217.32,UPI,Delivered,3,5,Boat,1605.37,611.95,27.6,Mumbai WH,Ekart,Medium,Late Delivery
ORD119446,3/24/2024,CUST7806,Ankit Yadav,Male,18,Gurugram,Haryana,Amazon,Electronics,Mobiles,Noise ColorFit Pulse,5314,1,30,1594.2,3719.8,Debit Card,Delivered,4,3,HP,2933.41,786.39,21.14,Delhi WH,Delhivery,Medium,Late Delivery
ORD108762,3/24/2024,CUST5278,Nisha Yadav,Female,24,Kolkata,West Bengal,Flipkart,Home & Kitchen,Home Decor,Storage Rack,3358.15,1,0,0,3358.15,UPI,Delivered,5,5,Adidas,2738.4,619.75,18.46,Kolkata WH,Delhivery,Medium,Damaged
ORD115818,3/24/2024,CUST5147,Sourav Chatterjee,Male,49,Vadodara,Gujarat,Meesho,Sports & Fitness,Yoga Accessories,Cricket Bat - Kashmir Willow,11342.62,1,20,2268.52,9074.1,Cash on Delivery,Cancelled,4.381534772,4,Adidas,7531.9,1542.2,17,Delhi WH,Blue Dart,Medium,Late Delivery
ORD106953,3/24/2024,CUST5862,Neha Das,Female,18,Indore,Madhya Pradesh,Flipkart,Home & Kitchen,Furniture,LED Table Lamp,1406.4,2,5,140.64,2672.16,Cash on Delivery,Cancelled,4.381534772,4,Boat,1775.49,896.67,33.56,Kolkata WH,Ekart,High,Damaged
ORD106702,3/24/2024,CUST6756,Rajesh Iyer,Male,38,Gurugram,Haryana,Meesho,Beauty & Personal Care,Makeup,Wild Stone Perfume,1412,2,20,564.8,2259.2,Cash on Delivery,Returned,6,2,HP,1315.51,943.69,41.77,Delhi WH,Blue Dart,Medium,Wrong Item
ORD110253,3/24/2024,CUST3379,Anil Patel,Male,43,Noida,Uttar Pradesh,Myntra,Sports & Fitness,Cycles,Cosco Football,237.06,2,40,189.65,284.47,Cash on Delivery,Returned,5,1,HP,226.45,58.02,20.4,Delhi WH,Blue Dart,Low,Wrong Item
ORD115042,3/24/2024,CUST4043,Rahul Chauhan,Male,51,Chandigarh,Chandigarh,Amazon,Beauty & Personal Care,Fragrances,Wild Stone Perfume,106.39,2,10,21.28,191.5,UPI,Delivered,1,4,Adidas,128.5,63,32.9,Mumbai WH,DTDC,Medium,Damaged
ORD113662,3/24/2024,CUST6041,Payal Gupta,Female,42,Guwahati,Assam,Amazon,Fashion,Ethnic Wear,Ethnic Kurti Set,588.41,1,10,58.84,529.57,UPI,Delivered,5,3,Nike,341.34,188.23,35.54,Kolkata WH,Blue Dart,Medium,No Return
ORD109343,3/24/2024,CUST5031,Rohan Shah,Male,55,Kanpur,Uttar Pradesh,Ajio,Home & Kitchen,Home Decor,Wall Clock,6541.44,1,20,1308.29,5233.15,UPI,Delivered,5,5,Samsung,3210.02,2023.13,38.66,Bengaluru WH,Ekart,Medium,Late Delivery
ORD106734,3/24/2024,CUST4146,Karan Mukherjee,Male,37,Indore,Madhya Pradesh,Meesho,Fashion,Men's Clothing,Leather Sandals,761.11,1,50,380.56,380.55,EMI,Delivered,2,4,Nike,313.96,66.59,17.5,Bengaluru WH,DTDC,High,Wrong Item
ORD106047,3/24/2024,CUST8230,Suresh Das,Male,31,Kolkata,West Bengal,Meesho,Home & Kitchen,Kitchen Appliances,Non-Stick Pan Set,375.19,1,40,150.08,225.11,Debit Card,Delivered,6,5,Samsung,126.02,99.09,44.02,Kolkata WH,Blue Dart,Low,Late Delivery
ORD102569,3/25/2024,CUST8796,Riya Reddy,Female,19,Bhopal,Madhya Pradesh,Amazon,Fashion,Kids Wear,Formal Shirt,2641.22,3,0,0,7923.66,UPI,Delivered,10,5,Adidas,5174.81,2748.85,34.69,Kolkata WH,Delhivery,Low,Late Delivery
ORD110925,3/25/2024,CUST5007,Suresh Banerjee,Male,22,Delhi,Delhi,Flipkart,Sports & Fitness,Yoga Accessories,Yoga Mat,5094.06,3,0,0,15282.18,UPI,Delivered,4,5,Boat,12078.12,3204.06,20.97,Bengaluru WH,Delhivery,Medium,No Return
ORD106887,3/25/2024,CUST4291,Manoj Banerjee,Male,24,Pune,Maharashtra,Myntra,Sports & Fitness,Yoga Accessories,Yoga Mat,486.63,2,40,389.3,583.96,Debit Card,Delivered,6,5,Boat,472.1,111.86,19.16,Bengaluru WH,Delhivery,Low,No Return
ORD105335,3/25/2024,CUST8413,Arjun Singh,Male,32,Coimbatore,Tamil Nadu,Amazon,Books,Self-Help,Panchatantra Stories,1103.94,4,10,441.58,3974.18,Cash on Delivery,Delivered,5,5,Nike,3364.23,609.95,15.35,Bengaluru WH,Delhivery,High,Wrong Item
ORD112472,3/25/2024,CUST7554,Anita Iyer,Female,44,Noida,Uttar Pradesh,Amazon,Home & Kitchen,Cookware,Prestige Pressure Cooker,3475.25,1,15,521.29,2953.96,EMI,Delivered,3,2,Nike,2437.26,516.7,17.49,Mumbai WH,Ekart,Low,No Return
ORD113714,3/25/2024,CUST5740,Sanjay Mukherjee,Male,51,Thiruvananthapuram,Kerala,Ajio,Fashion,Kids Wear,Leather Sandals,416.29,1,15,62.44,353.85,Net Banking,Returned,3,3,Nike,239.91,113.94,32.2,Delhi WH,Blue Dart,Low,No Return
ORD117649,3/25/2024,CUST8715,Ritu Yadav,Female,30,Siliguri,West Bengal,Meesho,Fashion,Men's Clothing,Kids T-Shirt Combo,767.29,1,40,306.92,460.37,UPI,Delivered,2,4,Adidas,386.87,73.5,15.97,Kolkata WH,Delhivery,Medium,Wrong Item
ORD116087,3/25/2024,CUST3927,Anjali Verma,Female,35,Pune,Maharashtra,Amazon,Grocery,Beverages,Tata Sampann Toor Dal 1kg,258.95,4,50,517.9,517.9,Cash on Delivery,Returned,2,2,Apple,288.44,229.46,44.31,Kolkata WH,Delhivery,High,Late Delivery
ORD113371,3/25/2024,CUST4362,Ritu Shah,Female,18,Bhopal,Madhya Pradesh,Meesho,Home & Kitchen,Furniture,Cotton Bedsheet Set,6781.54,1,10,678.15,6103.39,UPI,Cancelled,4.381534772,4,Boat,5037,1066.39,17.47,Bengaluru WH,Blue Dart,Low,Wrong Item
ORD115733,3/25/2024,CUST4395,Pranav Banerjee,Male,26,Coimbatore,Tamil Nadu,Amazon,Electronics,Headphones,boAt Airdopes 141,46262.86,2,20,18505.14,74020.58,Debit Card,Delivered,6,3,Dell,45175.04,28845.54,38.97,Mumbai WH,DTDC,High,No Return
ORD105513,3/25/2024,CUST5471,Arjun Kumar,Male,52,Bengaluru,Karnataka,Flipkart,Books,Non-Fiction,Panchatantra Stories,862.64,1,50,431.32,431.32,Cash on Delivery,Returned,4,2,Adidas,341.68,89.64,20.78,Bengaluru WH,DTDC,High,Late Delivery
ORD111599,3/25/2024,CUST3627,Anil Bose,Male,28,Noida,Uttar Pradesh,Amazon,Fashion,Ethnic Wear,Kids T-Shirt Combo,535.71,1,15,80.36,455.35,UPI,Cancelled,4.381534772,4,Samsung,276.75,178.6,39.22,Delhi WH,Blue Dart,High,Wrong Item
ORD110206,3/25/2024,CUST7297,Siddharth Iyer,Male,31,Thiruvananthapuram,Kerala,Meesho,Fashion,Women's Clothing,Denim Jacket,521.53,1,10,52.15,469.38,Credit Card,Cancelled,4.381534772,4,Apple,385.69,83.69,17.83,Delhi WH,Blue Dart,Low,No Return
ORD116090,3/25/2024,CUST5004,Sneha Mishra,Female,22,Visakhapatnam,Andhra Pradesh,Meesho,Fashion,Women's Clothing,Slim Fit Jeans,3888.93,2,0,0,7777.86,Debit Card,Delivered,6,2,Boat,6609.07,1168.79,15.03,Bengaluru WH,Blue Dart,Medium,No Return
ORD109231,3/25/2024,CUST4311,Deepak Das,Male,30,Nagpur,Maharashtra,Myntra,Home & Kitchen,Furniture,Prestige Pressure Cooker,1574.71,3,0,0,4724.13,UPI,Delivered,4,4,Samsung,2983.73,1740.4,36.84,Kolkata WH,DTDC,High,Late Delivery
ORD106937,3/25/2024,CUST5560,Anil Mukherjee,Male,51,Indore,Madhya Pradesh,Amazon,Fashion,Kids Wear,Ethnic Kurti Set,706.74,2,30,424.04,989.44,Debit Card,Delivered,4,5,Adidas,759.52,229.92,23.24,Kolkata WH,Blue Dart,Medium,Wrong Item
ORD102185,3/25/2024,CUST8042,Aarti Shah,Female,27,Jaipur,Rajasthan,Flipkart,Electronics,Headphones,Realme Buds Air 3,14136.02,2,10,2827.2,25444.84,Debit Card,Delivered,4,5,Adidas,16330.26,9114.58,35.82,Kolkata WH,Ekart,High,Wrong Item
ORD107301,3/25/2024,CUST5730,Nisha Roy,Female,41,Bengaluru,Karnataka,Flipkart,Electronics,Mobiles,iQOO Z7,1409.46,1,30,422.84,986.62,UPI,Delivered,4,5,Adidas,610.21,376.41,38.15,Bengaluru WH,DTDC,Medium,No Return
ORD115675,3/25/2024,CUST5585,Vivek Verma,Male,29,Surat,Gujarat,Meesho,Electronics,Mobiles,Noise ColorFit Pulse,43959.56,3,15,19781.8,112096.88,UPI,Delivered,3,4,Boat,78385.72,33711.16,30.07,Delhi WH,Delhivery,Medium,Damaged
ORD116334,3/25/2024,CUST1108,Anil Bose,Male,59,Guwahati,Assam,Ajio,Grocery,Snacks,Bru Coffee 200g,729.03,3,20,437.42,1749.67,UPI,Delivered,10,5,Nike,1082.23,667.44,38.15,Bengaluru WH,DTDC,High,No Return
ORD113941,3/25/2024,CUST6789,Aditya Das,Male,42,Guwahati,Assam,Flipkart,Sports & Fitness,Sportswear,Cosco Football,381.78,1,15,57.27,324.51,UPI,Delivered,2,5,Adidas,204.81,119.7,36.89,Delhi WH,Ekart,Medium,No Return
ORD104936,3/25/2024,CUST7254,Sneha Kumar,Female,38,Lucknow,Uttar Pradesh,Meesho,Grocery,Snacks,Bru Coffee 200g,136.36,1,5,6.82,129.54,UPI,Delivered,5,3,Samsung,97.14,32.4,25.01,Kolkata WH,Blue Dart,Low,Late Delivery
ORD115567,3/26/2024,CUST8097,Swati Reddy,Female,31,Delhi,Delhi,Flipkart,Fashion,Kids Wear,Denim Jacket,1208.05,2,40,966.44,1449.66,Credit Card,Delivered,6,5,HP,1181.66,268,18.49,Kolkata WH,Blue Dart,High,Wrong Item
ORD111435,3/26/2024,CUST8827,Kavita Sharma,Female,31,Mumbai,Maharashtra,Amazon,Home & Kitchen,Cookware,Prestige Pressure Cooker,5916.08,1,20,1183.22,4732.86,UPI,Delivered,6,5,Adidas,3476.37,1256.49,26.55,Delhi WH,Delhivery,High,Wrong Item
ORD119163,3/26/2024,CUST8121,Ritu Mishra,Female,49,Ahmedabad,Gujarat,Myntra,Sports & Fitness,Fitness Equipment,Hero Sprint Cycle,2179.64,4,20,1743.71,6974.85,Debit Card,Delivered,7,5,Apple,4674.74,2300.11,32.98,Bengaluru WH,DTDC,Low,Late Delivery
ORD114381,3/26/2024,CUST5822,Gaurav Sharma,Male,18,Mumbai,Maharashtra,Ajio,Sports & Fitness,Sportswear,Resistance Bands Set,11357.97,1,30,3407.39,7950.58,Debit Card,Delivered,3,3,HP,4784.69,3165.89,39.82,Delhi WH,Blue Dart,Low,Late Delivery
ORD116320,3/26/2024,CUST8076,Sourav Verma,Male,31,Ranchi,Jharkhand,Snapdeal,Electronics,Mobiles,Canon EOS 1500D,10920.85,5,10,5460.42,49143.83,UPI,Delivered,2,5,Nike,29868.05,19275.78,39.22,Mumbai WH,Ekart,High,Late Delivery
ORD111423,3/26/2024,CUST3392,Meena Nair,Female,18,Thiruvananthapuram,Kerala,Amazon,Electronics,Cameras,Redmi Note 13,50342.01,2,50,50342.01,50342.01,Credit Card,Delivered,5,4,Dell,29138.68,21203.33,42.12,Delhi WH,DTDC,Low,Damaged
ORD103017,3/26/2024,CUST6256,Vivek Patel,Male,43,Indore,Madhya Pradesh,Flipkart,Home & Kitchen,Home Decor,Milton Water Bottle,4259.11,1,10,425.91,3833.2,UPI,Delivered,3,3,Nike,2496.37,1336.83,34.88,Mumbai WH,DTDC,High,Wrong Item
ORD100932,3/26/2024,CUST7227,Ritu Roy,Female,35,Visakhapatnam,Andhra Pradesh,Myntra,Fashion,Men's Clothing,Cotton Kurta,2876.31,3,30,2588.68,6040.25,Cash on Delivery,Returned,3,1,HP,4839.79,1200.46,19.87,Mumbai WH,DTDC,Low,No Return
ORD106450,3/26/2024,CUST5381,Divya Chatterjee,Female,22,Noida,Uttar Pradesh,Ajio,Fashion,Men's Clothing,Slim Fit Jeans,1334.46,1,10,133.45,1201.01,Net Banking,Cancelled,4.381534772,4,Boat,679.92,521.09,43.39,Bengaluru WH,Delhivery,High,Wrong Item
